rank|score|token_id|name|background|body|clothes|eyewear|head|mouth|link
137|166.94541359321684|1195|Nerd Ape Dao #1195|Red|Black|Banana hawaii|Black Nerd|Red bob|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1195
138|166.37116180331017|905|Nerd Ape Dao #905|Green mint|Black|Brown jacket|ETH|Pink bucket|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/905
139|166.3084858201495|347|Nerd Ape Dao #347|Blue|Gold|Brown jacket|Dizzy|Red bob|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/347
140|165.91997446240845|258|Nerd Ape Dao #258|Beige|Light brown|Lab|Glasses|Cowboy hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/258
141|165.90153300631115|316|Nerd Ape Dao #316|Beige|Pink|Black turtleneck|Fasion|Blue headscarf|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/316
142|165.79540970935687|520|Nerd Ape Dao #520|Yellow|Pink|Goldchain|Solar_beam|Cowboy hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/520
143|165.27310510715287|632|Nerd Ape Dao #632|Red|Cream|Red singlet|Solar_beam|White bucket hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/632
144|164.9658260716863|377|Nerd Ape Dao #377|Light purple|Pink|None|Half Robot|Cowboy hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/377
145|164.84728486490292|749|Nerd Ape Dao #749|Yellow|Zombie|Tuxedo|Rainbow|White bucket hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/749
146|164.7550875273082|1079|Nerd Ape Dao #1079|Pink|Black|Lab|Cyberpunk|Rasta hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1079
147|164.4969862171673|666|Nerd Ape Dao #666|Blue|Zombie|Brown jacket|Wide_eyes|Rose headscarf|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/666
148|163.4144912756477|428|Nerd Ape Dao #428|Blue|Robot|Black suit|Dizzy|Gold crown|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/428
149|163.41255654938035|157|Nerd Ape Dao #157|Beige|Gold|Red tee|Red|Gold crown|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/157
150|162.8596097000449|601|Nerd Ape Dao #601|Red|Pink|Pink hoodie|Square|Gold crown|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/601
151|162.52647606847918|675|Nerd Ape Dao #675|Blue|Black|Black suit|Fasion|Gold crown|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/675
152|162.45886676260142|772|Nerd Ape Dao #772|Yellow|Light brown|Black turtleneck|Faded|Biker helmet|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/772
153|162.36677965447515|782|Nerd Ape Dao #782|Pink|Gray|Black turtleneck|Heart|Black top hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/782
154|162.09659898299955|457|Nerd Ape Dao #457|Beige|White|Black suit|Round Glasses|Gold crown|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/457
155|161.9052780064101|27|Nerd Ape Dao #27|Pink|Lav|Tech jacket|White Round|Pirate hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/27
156|161.86333738396473|876|Nerd Ape Dao #876|Green mint|Gray|Black jacket|Demon|Gold crown|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/876
157|161.79061371894863|261|Nerd Ape Dao #261|Green mint|Robot|Red singlet|Dizzy|None|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/261
158|161.78953790581429|334|Nerd Ape Dao #334|Pink|Gold|Sheriff|Angry|Red bob|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/334
159|161.68205582217124|1327|Nerd Ape Dao #1327|Pink|Black|Lab|Black Nerd|Newsboy cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1327
160|161.65005856182043|54|Nerd Ape Dao #54|Green mint|Light brown|Banana hawaii|Gold|Adventure hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/54
161|161.57481454846052|1169|Nerd Ape Dao #1169|Red|Light brown|Black suit|Faded|Gold crown|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1169
162|161.27850223329347|1287|Nerd Ape Dao #1287|Yellow|Pink|Brown jacket|Wide_eyes|Demon horns|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1287
163|161.15069080752008|1274|Nerd Ape Dao #1274|Yellow|Zombie|Banana hawaii|Red Cat|Green beret|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1274
164|160.83465206655382|297|Nerd Ape Dao #297|Green mint|Zombie|Black leather|Faded|None|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/297
165|160.29252036529715|385|Nerd Ape Dao #385|Yellow|Cream|Purple hoodie|Solar_beam|Rose headscarf|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/385
166|160.18458350885322|829|Nerd Ape Dao #829|Green mint|Red|Banana hawaii|Wide_eyes|Black top hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/829
167|160.18243992006646|784|Nerd Ape Dao #784|Yellow|Robot|Black turtleneck|Wide_eyes|Blue cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/784
168|160.0932036909068|1085|Nerd Ape Dao #1085|Light purple|Zombie|White shirt ribbon|Angry|Fastfood|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1085
169|160.08354076073374|1154|Nerd Ape Dao #1154|Pink|Red|Banana hawaii|Eyepatch|Adventure hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1154
170|160.03149467941105|858|Nerd Ape Dao #858|Blue|Dark brown|Rasta hawaii|Glasses|Gold crown|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/858
171|160.02865642528943|486|Nerd Ape Dao #486|Green mint|Black|Red singlet|Shy|None|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/486
172|159.87050464155726|723|Nerd Ape Dao #723|Yellow|Cream|Black turtleneck|Hearteye|Green beret|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/723
173|159.66949337980296|571|Nerd Ape Dao #571|Yellow|Light brown|White singlet|Rainbow|Fastfood|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/571
174|159.66368970421524|1030|Nerd Ape Dao #1030|Red|Black|Lab|Dizzy|Newsboy cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1030
175|159.65478234954122|645|Nerd Ape Dao #645|Red|Dark brown|Lab|Dizzy|Black top hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/645
176|159.23674223297655|1068|Nerd Ape Dao #1068|Green mint|Black|Judo|ETH|Blue headscarf|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1068
177|158.8509907528085|397|Nerd Ape Dao #397|Green mint|Gold|Brown jacket|Oneeye|Apple|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/397
178|158.66466784763222|1212|Nerd Ape Dao #1212|Yellow|Red|Tech jacket|Red|Propeller cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1212
179|158.58157031987517|874|Nerd Ape Dao #874|Red|Lav|Tech jacket|Fasion|Pink bucket|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/874
180|158.4981692396972|553|Nerd Ape Dao #553|Red|Black|Blue vest|Black Nerd|None|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/553
181|158.45313832751285|276|Nerd Ape Dao #276|Light purple|Dark brown|Sheriff|Heart|None|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/276
182|158.21544590599655|746|Nerd Ape Dao #746|Blue|Tiger|Adventure|Rainbow|Rose headscarf|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/746
183|158.1822086394255|289|Nerd Ape Dao #289|Beige|Dark brown|Banana hawaii|Square|Biker helmet|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/289
184|158.1591948627528|1312|Nerd Ape Dao #1312|Blue|Water|Banana hawaii|White Round|Adventure hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1312
185|158.0303054743889|726|Nerd Ape Dao #726|Light purple|Tiger|Adventure|Rainbow|Adventure hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/726
186|157.86161402067845|1245|Nerd Ape Dao #1245|Light purple|Water|Brown jacket|Oneeye|Rose headscarf|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1245
187|157.81431507068174|1226|Nerd Ape Dao #1226|Yellow|Pink|Brown jacket|Sleepy|Fastfood|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1226
188|157.79243689908753|672|Nerd Ape Dao #672|Light purple|Gold|Flower Hawaii|ETH|Pink beanie|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/672
189|157.7412130421316|821|Nerd Ape Dao #821|Red|Water|Blue vest|ETH|Pirate hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/821
190|157.62669255345745|748|Nerd Ape Dao #748|Green mint|Light brown|Lab|Dizzy|Blue cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/748
191|157.59073075990162|3|Nerd Ape Dao #3|Blue|Gray|Judo|Round Glasses|Rasta hat|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/3
192|157.5721862956|434|Nerd Ape Dao #434|Blue|Dark brown|White shirt ribbon|Sleepy|Gold crown|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/434
193|157.54101344611104|1133|Nerd Ape Dao #1133|Green mint|Robot|Flower Hawaii|Red|Gold hair|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1133
194|157.5201359802925|1113|Nerd Ape Dao #1113|Beige|Cream|Black turtleneck|Heart|Fastfood|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1113
195|157.09086941473674|879|Nerd Ape Dao #879|Beige|Pink|Brown coat|ETH|Apple|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/879
196|157.0872689536341|729|Nerd Ape Dao #729|Green mint|White|Purple hoodie|Solar_beam|White bucket hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/729
197|157.0233627770535|1295|Nerd Ape Dao #1295|Light purple|Dark brown|Black tee|Gold|Gold crown|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1295
198|156.88023548186447|439|Nerd Ape Dao #439|Pink|Black|White fur|Red Cat|Gold crown|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/439
199|156.58123791717543|263|Nerd Ape Dao #263|Pink|Black|Adventure|Solar_beam|Demon horns|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/263
200|156.5596488089726|204|Nerd Ape Dao #204|Beige|Water|Judo|Eyepatch|Red bob|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/204
201|156.55216861143998|102|Nerd Ape Dao #102|Yellow|Dark brown|Brown jacket|Angry|Black top hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/102
202|156.3826727659421|1303|Nerd Ape Dao #1303|Beige|White|Black jacket|Solar_beam|Newsboy cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1303
203|156.09573083903393|255|Nerd Ape Dao #255|Yellow|Red|Banana hawaii|Black Nerd|Adventure hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/255
204|156.0005392477672|728|Nerd Ape Dao #728|Red|White|Black hoodie|3D|None|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/728
205|155.98050714242814|990|Nerd Ape Dao #990|Yellow|Zombie|Flower Hawaii|Wide_eyes|Pink bucket|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/990
206|155.88759903819212|779|Nerd Ape Dao #779|Beige|Cream|Lab|Heart|Cowboy hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/779
207|155.8806636090383|471|Nerd Ape Dao #471|Green mint|Black|White singlet|Rainbow|Newsboy cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/471
208|155.73379809795316|1285|Nerd Ape Dao #1285|Light purple|Cream|Dark blue suit|Shy|Gold crown|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1285
209|155.52979077610732|897|Nerd Ape Dao #897|Beige|Robot|Brown jacket|3D|Gold hair|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/897
210|155.52309125650027|406|Nerd Ape Dao #406|Red|Black|Tuxedo|Solar_beam|Fastfood|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/406
211|155.1312098761383|343|Nerd Ape Dao #343|Yellow|Water|Sheriff|Red Cat|Green beanie|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/343
212|155.00668276729334|335|Nerd Ape Dao #335|Yellow|Light brown|Black turtleneck|Sleepy|White bucket hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/335
213|154.86791407122288|1087|Nerd Ape Dao #1087|Pink|Zombie|Rasta hawaii|Red|Pirate hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1087
214|154.6516099572468|229|Nerd Ape Dao #229|Yellow|Cream|Brown jacket|Heart|Propeller cap|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/229
215|154.60338191499937|162|Nerd Ape Dao #162|Light purple|Cream|Pink hoodie|Oneeye|Gold crown|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/162
216|154.43461598241282|771|Nerd Ape Dao #771|Green mint|Gray|Tuxedo|Glasses|Gold crown|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/771
217|154.42388822391257|492|Nerd Ape Dao #492|Blue|Robot|White fur|White Round|None|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/492
218|154.32514239050607|626|Nerd Ape Dao #626|Red|Zombie|Judo|Dizzy|Rasta hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/626
219|154.16495882823375|1194|Nerd Ape Dao #1194|Pink|Lav|Pink hoodie|Shy|Red bob|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1194
220|153.7241837682531|1101|Nerd Ape Dao #1101|Red|Red|Pirate|ETH|Pink bucket|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1101
221|153.5618529280826|311|Nerd Ape Dao #311|Green mint|Tiger|Brown coat|Dizzy|Pirate hat|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/311
222|153.55785704690757|1094|Nerd Ape Dao #1094|Beige|Dark brown|Pirate|Angry|Blue headscarf|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1094
223|153.46125931992947|878|Nerd Ape Dao #878|Blue|Gray|Brown jacket|Wide_eyes|Newsboy cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/878
224|153.40054708590839|815|Nerd Ape Dao #815|Light purple|Zombie|Black suit|Hearteye|Fastfood|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/815
225|153.3984425649315|1055|Nerd Ape Dao #1055|Beige|Robot|Pirate|Red|Apple|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1055
226|153.34134601705526|900|Nerd Ape Dao #900|Pink|Light brown|Banana hawaii|Square|Rose headscarf|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/900
227|153.2219546813767|1316|Nerd Ape Dao #1316|Blue|Cream|Brown jacket|Angry|Black top hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1316
228|153.15144298106068|388|Nerd Ape Dao #388|Red|Zombie|Brown coat|Red|Blue cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/388
229|153.05825995872436|816|Nerd Ape Dao #816|Yellow|Gray|Fastfood|ETH|Propeller cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/816
230|152.91005681553776|850|Nerd Ape Dao #850|Green mint|Cream|Tech jacket|Angry|Staw hat|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/850
231|152.65711548446293|1008|Nerd Ape Dao #1008|Light purple|Tiger|Stripedtee|Red|Green beanie|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1008
232|152.59938187165346|378|Nerd Ape Dao #378|Beige|Gray|Brown vest|Red|Cowboy hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/378
233|152.5371420575183|886|Nerd Ape Dao #886|Pink|Lav|Stripedtee|Demon|Apple|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/886
234|152.48407098696538|999|Nerd Ape Dao #999|Pink|Robot|Flower Hawaii|Glasses|Pink bucket|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/999
235|152.14038287786252|444|Nerd Ape Dao #444|Blue|Dark brown|Brown jacket|Fasion|Red bob|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/444
236|152.05696538738923|451|Nerd Ape Dao #451|Green mint|Light brown|Banana hawaii|Oval|Blue cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/451
237|151.9252620069672|1256|Nerd Ape Dao #1256|Light purple|Cream|Banana hawaii|3D|Green beret|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1256
238|151.91977611480334|332|Nerd Ape Dao #332|Red|Tiger|Tuxedo|Wide_eyes|None|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/332
239|151.89796355758244|138|Nerd Ape Dao #138|Green mint|Red|Fastfood|Gold|Staw hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/138
240|151.8745870729556|802|Nerd Ape Dao #802|Pink|Robot|White singlet|Dizzy|Gold crown|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/802
241|151.7108014699735|351|Nerd Ape Dao #351|Yellow|Red|Judo|X|Green beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/351
242|151.5459150154272|1289|Nerd Ape Dao #1289|Light purple|Gray|Fastfood|Eyepatch|Pink bucket|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1289
243|151.50728182435142|1335|Nerd Ape Dao #1335|Pink|Black|Fastfood|Red|Green beanie|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1335
244|151.46844314763132|1282|Nerd Ape Dao #1282|Beige|Red|Pirate|Demon|Apple|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1282
245|151.29618406994598|1117|Nerd Ape Dao #1117|Red|Lav|Brown vest|White Round|Blue headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1117
246|151.16018894653567|937|Nerd Ape Dao #937|Blue|Black|Fastfood|X|Rasta hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/937
247|151.0360132265625|517|Nerd Ape Dao #517|Beige|Cream|White shirt ribbon|Red Cat|Red bob|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/517
248|150.7572748309176|554|Nerd Ape Dao #554|Light purple|Black|Banana hawaii|Cyberpunk|Black beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/554
249|150.65981100200614|42|Nerd Ape Dao #42|Light purple|Light brown|Tech jacket|3D|Demon horns|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/42
250|150.6116743191542|855|Nerd Ape Dao #855|Green mint|Water|Fastfood|ETH|White bucket hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/855
251|150.52342726479458|548|Nerd Ape Dao #548|Beige|Pink|Tech jacket|Square|Pink bucket|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/548
252|150.47304853030957|783|Nerd Ape Dao #783|Pink|White|None|Solar_beam|Propeller cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/783
253|150.24431830205677|441|Nerd Ape Dao #441|Light purple|Gold|White fur|X|Blue headscarf|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/441
254|150.2311937409419|1190|Nerd Ape Dao #1190|Pink|Pink|Pink fur|Gold|Blue headscarf|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1190
255|150.1787771445129|893|Nerd Ape Dao #893|Yellow|Lav|Rasta hawaii|Eyepatch|Biker helmet|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/893
256|150.12769959742033|970|Nerd Ape Dao #970|Blue|Lav|Brown coat|Oval|Black top hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/970
257|150.11749624075932|678|Nerd Ape Dao #678|Green mint|Gold|Sheriff|White Round|Pink bucket|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/678
258|149.96117238639135|1086|Nerd Ape Dao #1086|Light purple|Lav|Red singlet|Faded|Newsboy cap|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1086
259|149.79990101366954|71|Nerd Ape Dao #71|Red|Pink|Pink hoodie|Eyepatch|Demon horns|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/71
260|149.7412997990325|15|Nerd Ape Dao #15|Red|Cream|White singlet|X|None|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/15
261|149.72270540031965|636|Nerd Ape Dao #636|Green mint|Zombie|Pirate|Fasion|Blue headscarf|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/636
262|149.71763034510556|1031|Nerd Ape Dao #1031|Red|Dark brown|Banana hawaii|Black Nerd|Green beret|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1031
263|149.67125275991296|402|Nerd Ape Dao #402|Blue|Lav|Pink fur|Dizzy|Pirate hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/402
264|149.60725328695818|685|Nerd Ape Dao #685|Blue|Zombie|Brown vest|White Round|Pirate hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/685
265|149.60019853462177|1199|Nerd Ape Dao #1199|Red|Cream|Banana hawaii|Black Nerd|Green beret|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1199
266|149.48925489314945|140|Nerd Ape Dao #140|Pink|Black|Fastfood|ETH|Blue headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/140
267|149.28545051041976|1264|Nerd Ape Dao #1264|Light purple|Red|Black suit|Eyepatch|Blue headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1264
268|149.2450427572584|391|Nerd Ape Dao #391|Blue|White|Brown jacket|Dizzy|Gold hair|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/391
